FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern,Population Group
S12000018,2004,Mean,Pounds (GBP),449.9,Male,Full Time,Workplace Based
S12000021,2006,Median,Pounds (GBP),459.9,Male,Full Time,Residence Based
S12000026,2014,Mean,Pounds (GBP),195.7,Male,Part Time,Residence Based
S12000018,2004,Median,Pounds (GBP),379.7,Male,Full Time,Workplace Based
S12000017,2010,Median,Pounds (GBP),502,Male,Full Time,Residence Based
S12000017,2004,Mean,Pounds (GBP),473.5,Male,Full Time,Workplace Based
S12000018,2005,Mean,Pounds (GBP),466.4,Male,Full Time,Workplace Based
S12000017,2010,Mean,Pounds (GBP),611.9,Male,Full Time,Residence Based
S12000042,2015,Median,Pounds (GBP),158.5,Male,Part Time,Residence Based
S12000028,2014,Mean,Pounds (GBP),202.6,Male,Part Time,Residence Based
S12000020,2004,Median,Pounds (GBP),407.2,Male,Full Time,Workplace Based
S12000042,2015,Mean,Pounds (GBP),176,Male,Part Time,Residence Based
S12000027,2005,Mean,Pounds (GBP),529.4,Male,Full Time,Workplace Based
S12000020,2004,Mean,Pounds (GBP),435.4,Male,Full Time,Workplace Based
S12000027,2005,Median,Pounds (GBP),469.8,Male,Full Time,Workplace Based
S12000035,2011,Mean,Pounds (GBP),600.5,Male,Full Time,Workplace Based
S12000021,2012,Mean,Pounds (GBP),171.4,Male,Part Time,Residence Based
S12000036,2011,Mean,Pounds (GBP),696.4,Male,Full Time,Workplace Based
S12000005,2011,Median,Pounds (GBP),537.7,Male,Full Time,Workplace Based
S12000027,2010,Mean,Pounds (GBP),628.2,Male,Full Time,Workplace Based
S12000045,2015,Median,Pounds (GBP),156.4,Male,Part Time,Residence Based
S12000035,2011,Median,Pounds (GBP),549.8,Male,Full Time,Workplace Based
S12000041,2015,Mean,Pounds (GBP),162.8,Male,Part Time,Residence Based
S12000026,2019,Mean,Pounds (GBP),570.6,Male,Full Time,Workplace Based
S12000026,2019,Median,Pounds (GBP),526.7,Male,Full Time,Workplace Based
S12000010,2012,Mean,Pounds (GBP),235.2,Male,Part Time,Residence Based
S12000045,2012,Mean,Pounds (GBP),228.2,Male,Part Time,Residence Based
S12000038,2010,Mean,Pounds (GBP),672.4,Male,Full Time,Workplace Based
S12000005,2011,Mean,Pounds (GBP),647.2,Male,Full Time,Workplace Based
S12000028,2012,Mean,Pounds (GBP),171.7,Male,Part Time,Residence Based
S12000038,2010,Median,Pounds (GBP),549.4,Male,Full Time,Workplace Based
S12000030,2010,Median,Pounds (GBP),599.9,Male,Full Time,Workplace Based
S12000048,2012,Mean,Pounds (GBP),126.9,Male,Part Time,Residence Based
S12000020,2012,Mean,Pounds (GBP),173.1,Male,Part Time,Residence Based
S12000020,2011,Mean,Pounds (GBP),561.7,Male,Full Time,Workplace Based
S12000019,2012,Mean,Pounds (GBP),167.5,Male,Part Time,Residence Based
S12000017,2011,Median,Pounds (GBP),492.3,Male,Full Time,Workplace Based
S12000023,2012,Mean,Pounds (GBP),111.1,Male,Part Time,Residence Based
S12000019,2011,Median,Pounds (GBP),524,Male,Full Time,Workplace Based
S12000021,2019,Median,Pounds (GBP),564.5,Male,Full Time,Workplace Based
S12000013,2012,Mean,Pounds (GBP),134.3,Male,Part Time,Residence Based
S12000045,2015,Mean,Pounds (GBP),177,Male,Part Time,Residence Based
S12000013,2019,Mean,Pounds (GBP),628.8,Male,Full Time,Workplace Based
S12000049,2019,Median,Pounds (GBP),642.5,Male,Full Time,Workplace Based
S12000029,2012,Mean,Pounds (GBP),172.6,Male,Part Time,Residence Based
S12000019,2011,Mean,Pounds (GBP),562,Male,Full Time,Workplace Based
S12000021,2009,Median,Pounds (GBP),493.9,Male,Full Time,Workplace Based
S12000047,2009,Mean,Pounds (GBP),558.4,Male,Full Time,Workplace Based
S12000021,2009,Mean,Pounds (GBP),553.3,Male,Full Time,Workplace Based
S12000038,2005,Mean,Pounds (GBP),519.9,Male,Full Time,Residence Based
S12000014,2012,Mean,Pounds (GBP),600.6,Male,Full Time,Residence Based
S12000017,2009,Mean,Pounds (GBP),551.4,Male,Full Time,Workplace Based
S12000014,2012,Median,Pounds (GBP),522.7,Male,Full Time,Residence Based
S12000047,2009,Median,Pounds (GBP),476.3,Male,Full Time,Workplace Based
S12000035,2005,Mean,Pounds (GBP),495.5,Male,Full Time,Residence Based
S12000017,2009,Median,Pounds (GBP),473,Male,Full Time,Workplace Based
S12000035,2005,Median,Pounds (GBP),464.6,Male,Full Time,Residence Based
S12000005,2009,Median,Pounds (GBP),538.1,Male,Full Time,Workplace Based
S12000047,2012,Mean,Pounds (GBP),618.7,Male,Full Time,Residence Based
S12000010,2012,Median,Pounds (GBP),510.4,Male,Full Time,Residence Based
S12000038,2005,Median,Pounds (GBP),478.4,Male,Full Time,Residence Based
S12000047,2012,Median,Pounds (GBP),549.2,Male,Full Time,Residence Based
S12000028,2010,Mean,Pounds (GBP),619.2,Male,Full Time,Workplace Based
S12000027,2010,Median,Pounds (GBP),537.1,Male,Full Time,Workplace Based
S12000030,2012,Mean,Pounds (GBP),225.5,Male,Part Time,Residence Based
S12000029,2012,Median,Pounds (GBP),153.4,Male,Part Time,Residence Based
S12000026,2010,Mean,Pounds (GBP),479.8,Male,Full Time,Workplace Based
S12000026,2010,Median,Pounds (GBP),429.9,Male,Full Time,Workplace Based
S12000038,2019,Median,Pounds (GBP),553.2,Male,Full Time,Workplace Based
S12000008,2012,Mean,Pounds (GBP),109,Male,Part Time,Residence Based
S12000026,2012,Mean,Pounds (GBP),149.3,Male,Part Time,Residence Based
S12000023,2009,Mean,Pounds (GBP),546.9,Male,Full Time,Workplace Based
S12000020,2009,Mean,Pounds (GBP),568.4,Male,Full Time,Workplace Based
S12000020,2009,Median,Pounds (GBP),475.9,Male,Full Time,Workplace Based
S12000038,2019,Mean,Pounds (GBP),646.2,Male,Full Time,Workplace Based
S12000028,2010,Median,Pounds (GBP),535.8,Male,Full Time,Workplace Based
S12000038,2012,Mean,Pounds (GBP),223.2,Male,Part Time,Residence Based
S12000047,2012,Median,Pounds (GBP),143.4,Male,Part Time,Residence Based
S12000014,2008,Mean,Pounds (GBP),498.9,Male,Full Time,Workplace Based
S12000013,2008,Mean,Pounds (GBP),532.1,Male,Full Time,Workplace Based
S12000013,2008,Median,Pounds (GBP),516.2,Male,Full Time,Workplace Based
S12000021,2008,Median,Pounds (GBP),481.6,Male,Full Time,Workplace Based
S12000020,2008,Mean,Pounds (GBP),538.8,Male,Full Time,Workplace Based
S12000047,2008,Median,Pounds (GBP),507.2,Male,Full Time,Workplace Based
S12000018,2008,Mean,Pounds (GBP),508.6,Male,Full Time,Workplace Based
S12000042,2008,Median,Pounds (GBP),502.7,Male,Full Time,Workplace Based
S12000036,2008,Mean,Pounds (GBP),642.4,Male,Full Time,Workplace Based
S12000005,2008,Median,Pounds (GBP),523.4,Male,Full Time,Workplace Based
S12000036,2008,Median,Pounds (GBP),523.8,Male,Full Time,Workplace Based
S12000047,2008,Mean,Pounds (GBP),569.4,Male,Full Time,Workplace Based
S12000014,2012,Mean,Pounds (GBP),162.1,Male,Part Time,Residence Based
S12000021,2014,Mean,Pounds (GBP),208.1,Male,Part Time,Residence Based
S12000011,2012,Mean,Pounds (GBP),191.8,Male,Part Time,Residence Based
S92000003,2010,Median,Pounds (GBP),521.4,Male,Full Time,Workplace Based
S92000003,2014,Median,Pounds (GBP),152.6,Male,Part Time,Residence Based
S12000038,2012,Mean,Pounds (GBP),633.5,Male,Full Time,Residence Based
S12000041,2011,Median,Pounds (GBP),421.5,Male,Full Time,Workplace Based
S12000050,2019,Median,Pounds (GBP),615.3,Male,Full Time,Workplace Based
S12000033,2011,Mean,Pounds (GBP),790.2,Male,Full Time,Workplace Based
S12000036,2011,Median,Pounds (GBP),551.9,Male,Full Time,Workplace Based
S12000013,2019,Median,Pounds (GBP),577,Male,Full Time,Workplace Based
S92000003,2010,Mean,Pounds (GBP),619.1,Male,Full Time,Workplace Based
S12000028,2012,Mean,Pounds (GBP),649.7,Male,Full Time,Residence Based
S12000021,2008,Mean,Pounds (GBP),538.6,Male,Full Time,Workplace Based
S12000020,2005,Median,Pounds (GBP),413.9,Male,Full Time,Residence Based
S12000028,2012,Median,Pounds (GBP),570.3,Male,Full Time,Residence Based
S12000038,2012,Median,Pounds (GBP),549.1,Male,Full Time,Residence Based
S12000041,2011,Mean,Pounds (GBP),540.9,Male,Full Time,Workplace Based
S12000039,2010,Mean,Pounds (GBP),623.1,Male,Full Time,Workplace Based
S12000039,2010,Median,Pounds (GBP),551.4,Male,Full Time,Workplace Based
S12000040,2010,Median,Pounds (GBP),493.1,Male,Full Time,Workplace Based
S12000023,2019,Mean,Pounds (GBP),730.2,Male,Full Time,Workplace Based
S12000029,2010,Mean,Pounds (GBP),575.5,Male,Full Time,Workplace Based
S12000030,2010,Mean,Pounds (GBP),678.4,Male,Full Time,Workplace Based
S12000036,2016,Mean,Pounds (GBP),242.1,Male,Part Time,Residence Based
S12000048,2019,Median,Pounds (GBP),557.3,Male,Full Time,Workplace Based
S12000008,2016,Mean,Pounds (GBP),144.2,Male,Part Time,Residence Based
S12000020,2011,Median,Pounds (GBP),486.4,Male,Full Time,Workplace Based
S12000017,2011,Mean,Pounds (GBP),580.4,Male,Full Time,Workplace Based
S12000049,2019,Mean,Pounds (GBP),737.1,Male,Full Time,Workplace Based
S12000023,2019,Median,Pounds (GBP),674.2,Male,Full Time,Workplace Based
S12000040,2010,Mean,Pounds (GBP),571.3,Male,Full Time,Workplace Based
S12000047,2016,Mean,Pounds (GBP),181.2,Male,Part Time,Residence Based
S12000045,2016,Mean,Pounds (GBP),165.7,Male,Part Time,Residence Based
S12000020,2008,Median,Pounds (GBP),467.9,Male,Full Time,Workplace Based
S12000047,2012,Mean,Pounds (GBP),156,Male,Part Time,Residence Based
S12000006,2008,Mean,Pounds (GBP),527.2,Male,Full Time,Workplace Based
S12000042,2008,Mean,Pounds (GBP),582.8,Male,Full Time,Workplace Based
S12000017,2012,Mean,Pounds (GBP),175.2,Male,Part Time,Residence Based
S12000005,2008,Mean,Pounds (GBP),538.2,Male,Full Time,Workplace Based
S12000019,2008,Mean,Pounds (GBP),532.9,Male,Full Time,Workplace Based
S12000019,2008,Median,Pounds (GBP),492.8,Male,Full Time,Workplace Based
S12000010,2016,Median,Pounds (GBP),142.7,Male,Part Time,Residence Based
S12000029,2010,Median,Pounds (GBP),504.6,Male,Full Time,Workplace Based
S12000041,2016,Mean,Pounds (GBP),207.3,Male,Part Time,Residence Based
S12000048,2019,Mean,Pounds (GBP),662.4,Male,Full Time,Workplace Based
S12000011,2016,Mean,Pounds (GBP),232.1,Male,Part Time,Residence Based
S12000006,2008,Median,Pounds (GBP),463.5,Male,Full Time,Workplace Based
S12000036,2016,Median,Pounds (GBP),199.8,Male,Part Time,Residence Based
S12000040,2015,Median,Pounds (GBP),528.8,Male,Full Time,Residence Based
S12000039,2015,Median,Pounds (GBP),537.6,Male,Full Time,Residence Based
S12000042,2015,Median,Pounds (GBP),563,Male,Full Time,Workplace Based
S12000040,2015,Mean,Pounds (GBP),617.1,Male,Full Time,Residence Based
S12000006,2015,Mean,Pounds (GBP),575.2,Male,Full Time,Workplace Based
S12000006,2015,Median,Pounds (GBP),443.4,Male,Full Time,Workplace Based
S12000049,2016,Median,Pounds (GBP),589.1,Male,Full Time,Workplace Based
S12000042,2015,Mean,Pounds (GBP),648,Male,Full Time,Workplace Based
S12000038,2015,Median,Pounds (GBP),599.1,Male,Full Time,Residence Based
S12000036,2004,Mean,Pounds (GBP),544.2,Male,Full Time,Residence Based
S12000023,2015,Mean,Pounds (GBP),629.2,Male,Full Time,Residence Based
S12000049,2015,Mean,Pounds (GBP),668.4,Male,Full Time,Workplace Based
S12000036,2004,Median,Pounds (GBP),463.6,Male,Full Time,Residence Based
S12000041,2019,Mean,Pounds (GBP),624.2,Male,Full Time,Workplace Based
S12000047,2012,Median,Pounds (GBP),510.3,Male,Full Time,Workplace Based
S12000047,2012,Mean,Pounds (GBP),568.9,Male,Full Time,Workplace Based
S12000008,2012,Mean,Pounds (GBP),530.5,Male,Full Time,Workplace Based
S12000014,2012,Mean,Pounds (GBP),590.9,Male,Full Time,Workplace Based
S12000034,2016,Median,Pounds (GBP),618.7,Male,Full Time,Residence Based
S12000039,2003,Median,Pounds (GBP),441.5,Male,Full Time,Residence Based
S12000035,2016,Median,Pounds (GBP),531,Male,Full Time,Residence Based
S12000039,2003,Mean,Pounds (GBP),484.6,Male,Full Time,Residence Based
S12000014,2012,Median,Pounds (GBP),549.4,Male,Full Time,Workplace Based
S12000034,2019,Median,Pounds (GBP),601.6,Male,Full Time,Workplace Based
S12000017,2012,Mean,Pounds (GBP),586.8,Male,Full Time,Workplace Based
S12000039,2015,Mean,Pounds (GBP),586.4,Male,Full Time,Residence Based
S12000034,2004,Mean,Pounds (GBP),539.6,Male,Full Time,Residence Based
S12000034,2004,Median,Pounds (GBP),451.1,Male,Full Time,Residence Based
S12000036,2016,Median,Pounds (GBP),579.7,Male,Full Time,Residence Based
S12000045,2012,Median,Pounds (GBP),520.7,Male,Full Time,Workplace Based
S12000017,2012,Median,Pounds (GBP),490.7,Male,Full Time,Workplace Based
S12000036,2016,Mean,Pounds (GBP),761.8,Male,Full Time,Residence Based
S12000033,2019,Median,Pounds (GBP),739.4,Male,Full Time,Workplace Based
S12000036,2017,Mean,Pounds (GBP),793.6,Male,Full Time,Residence Based
S12000035,2019,Mean,Pounds (GBP),653.1,Male,Full Time,Workplace Based
S12000033,2019,Mean,Pounds (GBP),866.2,Male,Full Time,Workplace Based
S12000041,2017,Median,Pounds (GBP),582,Male,Full Time,Residence Based
S12000041,2016,Mean,Pounds (GBP),630,Male,Full Time,Residence Based
S12000034,2017,Mean,Pounds (GBP),751.5,Male,Full Time,Residence Based
S12000038,2012,Mean,Pounds (GBP),692.9,Male,Full Time,Workplace Based
S12000008,2012,Median,Pounds (GBP),486.7,Male,Full Time,Workplace Based
S12000041,2017,Mean,Pounds (GBP),636.7,Male,Full Time,Residence Based
S12000036,2019,Median,Pounds (GBP),693.1,Male,Full Time,Workplace Based
S12000034,2017,Median,Pounds (GBP),608.3,Male,Full Time,Residence Based
S12000036,2019,Mean,Pounds (GBP),800.8,Male,Full Time,Workplace Based
S12000035,2019,Median,Pounds (GBP),595.5,Male,Full Time,Workplace Based
S12000042,2012,Mean,Pounds (GBP),602.9,Male,Full Time,Workplace Based
S12000047,2003,Mean,Pounds (GBP),492.3,Male,Full Time,Residence Based
S12000026,2012,Mean,Pounds (GBP),478.5,Male,Full Time,Workplace Based
S12000038,2012,Median,Pounds (GBP),579,Male,Full Time,Workplace Based
S12000041,2016,Median,Pounds (GBP),570.4,Male,Full Time,Residence Based
S12000023,2012,Mean,Pounds (GBP),571.9,Male,Full Time,Workplace Based
S12000026,2015,Median,Pounds (GBP),550.5,Male,Full Time,Residence Based
S12000049,2015,Median,Pounds (GBP),580.5,Male,Full Time,Workplace Based
S12000026,2015,Mean,Pounds (GBP),637.9,Male,Full Time,Residence Based
S12000041,2019,Median,Pounds (GBP),497.9,Male,Full Time,Workplace Based
S12000020,2012,Median,Pounds (GBP),503.9,Male,Full Time,Workplace Based
S12000026,2012,Median,Pounds (GBP),425.1,Male,Full Time,Workplace Based
S12000038,2015,Mean,Pounds (GBP),653.7,Male,Full Time,Residence Based
S12000018,2012,Mean,Pounds (GBP),537.6,Male,Full Time,Workplace Based
S12000034,2016,Mean,Pounds (GBP),748.1,Male,Full Time,Residence Based
S12000040,2003,Mean,Pounds (GBP),458.8,Male,Full Time,Residence Based
S12000040,2003,Median,Pounds (GBP),389.2,Male,Full Time,Residence Based
S12000027,2015,Median,Pounds (GBP),604.7,Male,Full Time,Residence Based
S12000035,2004,Mean,Pounds (GBP),472.8,Male,Full Time,Residence Based
S12000042,2012,Median,Pounds (GBP),509.3,Male,Full Time,Workplace Based
S12000027,2015,Mean,Pounds (GBP),667.7,Male,Full Time,Residence Based
S12000041,2004,Mean,Pounds (GBP),473.4,Male,Full Time,Residence Based
S12000029,2015,Median,Pounds (GBP),572.1,Male,Full Time,Residence Based
S12000030,2015,Mean,Pounds (GBP),857.5,Male,Full Time,Residence Based
S12000045,2019,Median,Pounds (GBP),570.7,Male,Full Time,Workplace Based
S12000042,2019,Median,Pounds (GBP),627.2,Male,Full Time,Workplace Based
S12000042,2019,Mean,Pounds (GBP),673.2,Male,Full Time,Workplace Based
S12000029,2015,Mean,Pounds (GBP),648.3,Male,Full Time,Residence Based
S12000005,2012,Mean,Pounds (GBP),557.8,Male,Full Time,Workplace Based
S12000035,2004,Median,Pounds (GBP),437.5,Male,Full Time,Residence Based
S12000006,2012,Mean,Pounds (GBP),547.7,Male,Full Time,Workplace Based
S12000005,2019,Mean,Pounds (GBP),654.4,Male,Full Time,Workplace Based
S12000035,2012,Mean,Pounds (GBP),582.5,Male,Full Time,Workplace Based
S12000006,2004,Mean,Pounds (GBP),433.1,Male,Full Time,Residence Based
S12000019,2012,Median,Pounds (GBP),533.6,Male,Full Time,Workplace Based
S12000019,2015,Median,Pounds (GBP),529.3,Male,Full Time,Residence Based
S12000019,2012,Mean,Pounds (GBP),586.6,Male,Full Time,Workplace Based
S12000013,2012,Median,Pounds (GBP),447.7,Male,Full Time,Workplace Based
S12000021,2015,Mean,Pounds (GBP),589.7,Male,Full Time,Residence Based
S12000013,2015,Median,Pounds (GBP),557.8,Male,Full Time,Residence Based
S12000020,2012,Mean,Pounds (GBP),583.6,Male,Full Time,Workplace Based
S12000010,2019,Median,Pounds (GBP),577.3,Male,Full Time,Workplace Based
S12000039,2011,Median,Pounds (GBP),484.8,Male,Full Time,Workplace Based
S12000030,2015,Median,Pounds (GBP),573.3,Male,Full Time,Residence Based
S12000013,2012,Mean,Pounds (GBP),570.7,Male,Full Time,Workplace Based
S12000039,2011,Mean,Pounds (GBP),596.7,Male,Full Time,Workplace Based
S12000019,2015,Mean,Pounds (GBP),657.5,Male,Full Time,Residence Based
S12000005,2004,Mean,Pounds (GBP),469.4,Male,Full Time,Residence Based
S12000028,2011,Mean,Pounds (GBP),600.1,Male,Full Time,Workplace Based
S12000028,2015,Median,Pounds (GBP),568.1,Male,Full Time,Residence Based
S12000005,2019,Median,Pounds (GBP),626.9,Male,Full Time,Workplace Based
S12000036,2012,Mean,Pounds (GBP),715.2,Male,Full Time,Workplace Based
S12000011,2014,Median,Pounds (GBP),669.2,Male,Full Time,Residence Based
S12000014,2014,Median,Pounds (GBP),540.1,Male,Full Time,Residence Based
S12000028,2015,Mean,Pounds (GBP),667.6,Male,Full Time,Residence Based
S12000011,2014,Mean,Pounds (GBP),827,Male,Full Time,Residence Based
S12000047,2014,Mean,Pounds (GBP),623.2,Male,Full Time,Residence Based
S12000034,2019,Mean,Pounds (GBP),701.4,Male,Full Time,Workplace Based
S12000035,2016,Mean,Pounds (GBP),623,Male,Full Time,Residence Based
S12000018,2012,Median,Pounds (GBP),497.6,Male,Full Time,Workplace Based
S12000028,2011,Median,Pounds (GBP),520.8,Male,Full Time,Workplace Based
S12000027,2011,Mean,Pounds (GBP),626.9,Male,Full Time,Workplace Based
S12000047,2014,Median,Pounds (GBP),559.1,Male,Full Time,Residence Based
S12000026,2004,Median,Pounds (GBP),387,Male,Full Time,Residence Based
S12000048,2015,Median,Pounds (GBP),543.8,Male,Full Time,Residence Based
S12000041,2004,Median,Pounds (GBP),425.4,Male,Full Time,Residence Based
S12000010,2019,Mean,Pounds (GBP),650.4,Male,Full Time,Workplace Based
S12000029,2011,Mean,Pounds (GBP),579.4,Male,Full Time,Workplace Based
S12000005,2012,Median,Pounds (GBP),495.6,Male,Full Time,Workplace Based
S12000006,2012,Median,Pounds (GBP),433.7,Male,Full Time,Workplace Based
S12000029,2011,Median,Pounds (GBP),508.9,Male,Full Time,Workplace Based
S12000048,2015,Mean,Pounds (GBP),650.6,Male,Full Time,Residence Based
S12000026,2011,Mean,Pounds (GBP),484.6,Male,Full Time,Workplace Based
S12000017,2014,Mean,Pounds (GBP),632.2,Male,Full Time,Residence Based
S12000036,2012,Median,Pounds (GBP),573,Male,Full Time,Workplace Based
S12000026,2004,Mean,Pounds (GBP),473.9,Male,Full Time,Residence Based
S12000026,2011,Median,Pounds (GBP),427.8,Male,Full Time,Workplace Based
S12000038,2004,Mean,Pounds (GBP),485.6,Male,Full Time,Residence Based
S12000017,2014,Median,Pounds (GBP),535.5,Male,Full Time,Residence Based
S12000006,2013,Mean,Pounds (GBP),556,Male,Full Time,Workplace Based
S12000029,2012,Median,Pounds (GBP),536.6,Male,Full Time,Workplace Based
S92000003,2016,Mean,Pounds (GBP),673.3,Male,Full Time,Residence Based
S12000027,2012,Mean,Pounds (GBP),661.9,Male,Full Time,Workplace Based
S12000045,2016,Mean,Pounds (GBP),860.6,Male,Full Time,Residence Based
S12000040,2016,Mean,Pounds (GBP),616.3,Male,Full Time,Residence Based
S12000029,2012,Mean,Pounds (GBP),592.7,Male,Full Time,Workplace Based
S12000028,2003,Median,Pounds (GBP),466.4,Male,Full Time,Residence Based
S12000017,2013,Median,Pounds (GBP),489.8,Male,Full Time,Workplace Based
S12000033,2017,Median,Pounds (GBP),567.1,Male,Full Time,Residence Based
S12000047,2011,Median,Pounds (GBP),520.6,Male,Full Time,Residence Based
S12000017,2013,Mean,Pounds (GBP),584.8,Male,Full Time,Workplace Based
S12000018,2003,Median,Pounds (GBP),362.3,Male,Full Time,Residence Based
