FeatureCode,DateCode,Measurement,Units,Value,Gender,Age,Outcome
S92000003,2015,Count,People,606,Female,All,Killed Or Seriously Injured
S12000039,2003,Count,People,3,Female,0-19 years,Killed Or Seriously Injured
S12000039,2003,Count,People,5,Female,20-39 years,Killed Or Seriously Injured
S12000005,1997,Count,People,9,Female,0-19 years,Killed Or Seriously Injured
S12000040,2003,Count,People,7,Female,20-39 years,Killed Or Seriously Injured
S12000040,2003,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S12000010,2016,Count,People,11,Female,All,Killed Or Seriously Injured
S12000018,2016,Count,People,8,Female,All,Killed Or Seriously Injured
S12000006,1997,Count,People,27,Female,20-39 years,Killed Or Seriously Injured
S12000017,2016,Count,People,39,Female,All,Killed Or Seriously Injured
S12000014,2016,Count,People,16,Female,All,Killed Or Seriously Injured
S12000039,1996,Count,People,12,Female,0-19 years,Killed Or Seriously Injured
S08000019,2008,Count,People,63,Female,All,Killed Or Seriously Injured
S08000024,2008,Count,People,108,Female,All,Killed Or Seriously Injured
S12000042,2003,Count,People,4,Female,20-39 years,Killed Or Seriously Injured
S12000042,2003,Count,People,7,Female,40-59 years,Killed Or Seriously Injured
S08000020,2008,Count,People,150,Female,All,Killed Or Seriously Injured
S12000038,1996,Count,People,10,Female,40-59 years,Killed Or Seriously Injured
S08000022,2008,Count,People,89,Female,All,Killed Or Seriously Injured
S12000047,1996,Count,People,13,Female,40-59 years,Killed Or Seriously Injured
S12000038,1996,Count,People,17,Female,20-39 years,Killed Or Seriously Injured
S12000038,1996,Count,People,13,Female,0-19 years,Killed Or Seriously Injured
S08000016,2006,Count,People,30,Female,All,Killed Or Seriously Injured
S12000041,2003,Count,People,3,Female,40-59 years,Killed Or Seriously Injured
S12000036,1996,Count,People,21,Female,0-19 years,Killed Or Seriously Injured
S08000020,2005,Count,People,107,Female,All,Killed Or Seriously Injured
S12000041,2003,Count,People,7,Female,0-19 years,Killed Or Seriously Injured
S12000036,1996,Count,People,13,Female,40-59 years,Killed Or Seriously Injured
S12000040,2003,Count,People,3,Female,40-59 years,Killed Or Seriously Injured
S12000036,1996,Count,People,26,Female,20-39 years,Killed Or Seriously Injured
S08000015,2006,Count,People,77,Female,All,Killed Or Seriously Injured
S12000041,2003,Count,People,7,Female,20-39 years,Killed Or Seriously Injured
S08000022,2007,Count,People,81,Female,All,Killed Or Seriously Injured
S12000048,1996,Count,People,25,Female,40-59 years,Killed Or Seriously Injured
S12000048,1996,Count,People,30,Female,20-39 years,Killed Or Seriously Injured
S08000025,2008,Count,People,3,Female,All,Killed Or Seriously Injured
S12000048,1996,Count,People,17,Female,0-19 years,Killed Or Seriously Injured
S08000028,2008,Count,People,6,Female,All,Killed Or Seriously Injured
S08000020,2007,Count,People,90,Female,All,Killed Or Seriously Injured
S12000042,1996,Count,People,13,Female,20-39 years,Killed Or Seriously Injured
S12000041,1996,Count,People,9,Female,40-59 years,Killed Or Seriously Injured
S12000042,1996,Count,People,16,Female,0-19 years,Killed Or Seriously Injured
S12000042,1996,Count,People,1,Female,40-59 years,Killed Or Seriously Injured
S12000047,1996,Count,People,28,Female,20-39 years,Killed Or Seriously Injured
S08000017,2008,Count,People,41,Female,All,Killed Or Seriously Injured
S12000047,1996,Count,People,23,Female,0-19 years,Killed Or Seriously Injured
S08000016,2008,Count,People,36,Female,All,Killed Or Seriously Injured
S08000015,2008,Count,People,60,Female,All,Killed Or Seriously Injured
S08000017,2009,Count,People,45,Female,All,Killed Or Seriously Injured
S08000019,2009,Count,People,46,Female,All,Killed Or Seriously Injured
S08000026,2008,Count,People,1,Female,All,Killed Or Seriously Injured
S08000016,2009,Count,People,40,Female,All,Killed Or Seriously Injured
S08000015,2009,Count,People,59,Female,All,Killed Or Seriously Injured
S12000039,2007,Count,People,0,Female,40-59 years,Killed Or Seriously Injured
S12000014,2005,Count,People,5,Female,20-39 years,Killed Or Seriously Injured
S12000039,2007,Count,People,2,Female,20-39 years,Killed Or Seriously Injured
S12000039,2007,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S92000003,2001,Count,People,305,Female,60 years and over,Killed Or Seriously Injured
S12000013,2005,Count,People,1,Female,40-59 years,Killed Or Seriously Injured
S12000040,2007,Count,People,9,Female,20-39 years,Killed Or Seriously Injured
S12000041,2007,Count,People,4,Female,0-19 years,Killed Or Seriously Injured
S12000040,2007,Count,People,6,Female,0-19 years,Killed Or Seriously Injured
S12000014,2005,Count,People,5,Female,40-59 years,Killed Or Seriously Injured
S12000041,2007,Count,People,9,Female,20-39 years,Killed Or Seriously Injured
S12000030,2007,Count,People,3,Female,40-59 years,Killed Or Seriously Injured
S12000034,2012,Count,People,74,Female,All,Killed Or Seriously Injured
S12000034,2013,Count,People,71,Female,All,Killed Or Seriously Injured
S12000030,2007,Count,People,8,Female,0-19 years,Killed Or Seriously Injured
S12000023,2005,Count,People,0,Female,40-59 years,Killed Or Seriously Injured
S12000013,2005,Count,People,1,Female,20-39 years,Killed Or Seriously Injured
S12000034,2011,Count,People,70,Female,All,Killed Or Seriously Injured
S12000029,2007,Count,People,10,Female,40-59 years,Killed Or Seriously Injured
S12000034,2010,Count,People,89,Female,All,Killed Or Seriously Injured
S12000034,2009,Count,People,82,Female,All,Killed Or Seriously Injured
S12000034,2008,Count,People,90,Female,All,Killed Or Seriously Injured
S12000030,2000,Count,People,11,Female,60 years and over,Killed Or Seriously Injured
S12000011,2005,Count,People,1,Female,40-59 years,Killed Or Seriously Injured
S12000011,2005,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S12000033,2000,Count,People,10,Female,60 years and over,Killed Or Seriously Injured
S12000041,2017,Count,People,6,Female,60 years and over,Killed Or Seriously Injured
S12000014,2005,Count,People,8,Female,0-19 years,Killed Or Seriously Injured
S12000047,2017,Count,People,11,Female,60 years and over,Killed Or Seriously Injured
S12000035,2010,Count,People,22,Female,All,Killed Or Seriously Injured
S12000035,2009,Count,People,23,Female,All,Killed Or Seriously Injured
S12000035,2008,Count,People,51,Female,All,Killed Or Seriously Injured
S12000035,2000,Count,People,10,Female,60 years and over,Killed Or Seriously Injured
S12000036,2007,Count,People,22,Female,20-39 years,Killed Or Seriously Injured
S12000036,2007,Count,People,22,Female,40-59 years,Killed Or Seriously Injured
S12000035,2007,Count,People,10,Female,40-59 years,Killed Or Seriously Injured
S12000040,2007,Count,People,0,Female,40-59 years,Killed Or Seriously Injured
S12000036,2007,Count,People,9,Female,0-19 years,Killed Or Seriously Injured
S12000036,2007,Count,People,67,Female,All,Killed Or Seriously Injured
S12000045,2017,Count,People,1,Female,60 years and over,Killed Or Seriously Injured
S12000036,2006,Count,People,79,Female,All,Killed Or Seriously Injured
S12000035,2007,Count,People,7,Female,20-39 years,Killed Or Seriously Injured
S12000042,2017,Count,People,4,Female,60 years and over,Killed Or Seriously Injured
S12000026,2005,Count,People,10,Female,0-19 years,Killed Or Seriously Injured
S12000036,2014,Count,People,54,Female,All,Killed Or Seriously Injured
S12000034,2014,Count,People,71,Female,All,Killed Or Seriously Injured
S12000029,2001,Count,People,15,Female,60 years and over,Killed Or Seriously Injured
S12000026,2001,Count,People,7,Female,60 years and over,Killed Or Seriously Injured
S12000028,2001,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000021,2001,Count,People,2,Female,60 years and over,Killed Or Seriously Injured
S12000023,2001,Count,People,1,Female,60 years and over,Killed Or Seriously Injured
S12000011,2002,Count,People,2,Female,60 years and over,Killed Or Seriously Injured
S12000035,2014,Count,People,21,Female,All,Killed Or Seriously Injured
S12000029,2017,Count,People,6,Female,60 years and over,Killed Or Seriously Injured
S12000013,2001,Count,People,3,Female,60 years and over,Killed Or Seriously Injured
S92000003,2014,Count,People,660,Female,All,Killed Or Seriously Injured
S12000018,2001,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000026,2005,Count,People,9,Female,20-39 years,Killed Or Seriously Injured
S12000033,2017,Count,People,1,Female,60 years and over,Killed Or Seriously Injured
S12000014,2001,Count,People,7,Female,60 years and over,Killed Or Seriously Injured
S12000027,2001,Count,People,0,Female,60 years and over,Killed Or Seriously Injured
S12000042,2014,Count,People,18,Female,All,Killed Or Seriously Injured
S12000045,2014,Count,People,9,Female,All,Killed Or Seriously Injured
S12000017,2001,Count,People,27,Female,60 years and over,Killed Or Seriously Injured
S12000026,2005,Count,People,13,Female,40-59 years,Killed Or Seriously Injured
S12000026,2002,Count,People,13,Female,60 years and over,Killed Or Seriously Injured
S12000020,2002,Count,People,2,Female,60 years and over,Killed Or Seriously Injured
S12000023,2002,Count,People,1,Female,60 years and over,Killed Or Seriously Injured
S12000021,2002,Count,People,7,Female,60 years and over,Killed Or Seriously Injured
S12000006,2002,Count,People,10,Female,60 years and over,Killed Or Seriously Injured
S12000023,2005,Count,People,0,Female,20-39 years,Killed Or Seriously Injured
S12000019,2002,Count,People,6,Female,60 years and over,Killed Or Seriously Injured
S12000017,2002,Count,People,10,Female,60 years and over,Killed Or Seriously Injured
S12000034,2006,Count,People,49,Female,All,Killed Or Seriously Injured
S12000034,2007,Count,People,54,Female,All,Killed Or Seriously Injured
S12000018,2002,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000027,2005,Count,People,2,Female,0-19 years,Killed Or Seriously Injured
S12000014,2002,Count,People,15,Female,60 years and over,Killed Or Seriously Injured
S12000013,2002,Count,People,1,Female,60 years and over,Killed Or Seriously Injured
S12000039,2014,Count,People,4,Female,All,Killed Or Seriously Injured
S12000010,2002,Count,People,8,Female,60 years and over,Killed Or Seriously Injured
S12000008,2002,Count,People,3,Female,60 years and over,Killed Or Seriously Injured
S12000030,2007,Count,People,8,Female,20-39 years,Killed Or Seriously Injured
S12000023,2005,Count,People,0,Female,0-19 years,Killed Or Seriously Injured
S12000038,2014,Count,People,17,Female,All,Killed Or Seriously Injured
S12000005,2002,Count,People,2,Female,60 years and over,Killed Or Seriously Injured
S12000017,2005,Count,People,23,Female,40-59 years,Killed Or Seriously Injured
S08000026,2007,Count,People,0,Female,0-19 years,Killed Or Seriously Injured
S12000005,2001,Count,People,2,Female,60 years and over,Killed Or Seriously Injured
S12000010,2001,Count,People,4,Female,60 years and over,Killed Or Seriously Injured
S12000017,2005,Count,People,14,Female,0-19 years,Killed Or Seriously Injured
S08000026,2007,Count,People,1,Female,20-39 years,Killed Or Seriously Injured
S08000028,2007,Count,People,0,Female,0-19 years,Killed Or Seriously Injured
S92000003,2000,Count,People,350,Female,60 years and over,Killed Or Seriously Injured
S08000028,2007,Count,People,1,Female,40-59 years,Killed Or Seriously Injured
S08000029,2007,Count,People,8,Female,0-19 years,Killed Or Seriously Injured
S12000017,2005,Count,People,9,Female,20-39 years,Killed Or Seriously Injured
S12000033,2012,Count,People,35,Female,All,Killed Or Seriously Injured
S12000035,2017,Count,People,9,Female,60 years and over,Killed Or Seriously Injured
S12000033,2011,Count,People,36,Female,All,Killed Or Seriously Injured
S12000038,2007,Count,People,3,Female,0-19 years,Killed Or Seriously Injured
S12000038,2007,Count,People,6,Female,20-39 years,Killed Or Seriously Injured
S08000026,2007,Count,People,0,Female,40-59 years,Killed Or Seriously Injured
S12000006,2001,Count,People,14,Female,60 years and over,Killed Or Seriously Injured
S12000018,2005,Count,People,3,Female,40-59 years,Killed Or Seriously Injured
S12000011,2001,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000033,2013,Count,People,27,Female,All,Killed Or Seriously Injured
S12000008,2001,Count,People,8,Female,60 years and over,Killed Or Seriously Injured
S12000040,2008,Count,People,23,Female,All,Killed Or Seriously Injured
S12000040,2006,Count,People,32,Female,All,Killed Or Seriously Injured
S12000039,2017,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000050,2000,Count,People,22,Female,60 years and over,Killed Or Seriously Injured
S12000040,2011,Count,People,29,Female,All,Killed Or Seriously Injured
S12000040,2010,Count,People,24,Female,All,Killed Or Seriously Injured
S12000040,2013,Count,People,21,Female,All,Killed Or Seriously Injured
S12000040,2017,Count,People,3,Female,60 years and over,Killed Or Seriously Injured
S12000040,2012,Count,People,17,Female,All,Killed Or Seriously Injured
S12000040,2007,Count,People,18,Female,All,Killed Or Seriously Injured
S08000024,2007,Count,People,24,Female,0-19 years,Killed Or Seriously Injured
S12000033,2010,Count,People,21,Female,All,Killed Or Seriously Injured
S12000033,2008,Count,People,43,Female,All,Killed Or Seriously Injured
S12000048,2000,Count,People,12,Female,60 years and over,Killed Or Seriously Injured
S08000028,2007,Count,People,0,Female,20-39 years,Killed Or Seriously Injured
S12000049,2000,Count,People,34,Female,60 years and over,Killed Or Seriously Injured
S12000033,2006,Count,People,11,Female,All,Killed Or Seriously Injured
S12000033,2007,Count,People,22,Female,All,Killed Or Seriously Injured
S12000040,2009,Count,People,29,Female,All,Killed Or Seriously Injured
S12000033,2009,Count,People,30,Female,All,Killed Or Seriously Injured
S08000024,2007,Count,People,37,Female,20-39 years,Killed Or Seriously Injured
S12000040,2000,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000030,2011,Count,People,22,Female,All,Killed Or Seriously Injured
S12000039,2000,Count,People,4,Female,60 years and over,Killed Or Seriously Injured
S12000036,2000,Count,People,50,Female,60 years and over,Killed Or Seriously Injured
S12000035,2011,Count,People,18,Female,All,Killed Or Seriously Injured
S12000035,2013,Count,People,17,Female,All,Killed Or Seriously Injured
S12000019,2000,Count,People,4,Female,60 years and over,Killed Or Seriously Injured
S12000030,2013,Count,People,19,Female,All,Killed Or Seriously Injured
S12000018,2000,Count,People,4,Female,60 years and over,Killed Or Seriously Injured
S12000017,2000,Count,People,16,Female,60 years and over,Killed Or Seriously Injured
S12000014,2000,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000042,2000,Count,People,12,Female,60 years and over,Killed Or Seriously Injured
S12000035,2007,Count,People,22,Female,All,Killed Or Seriously Injured
S12000035,2006,Count,People,36,Female,All,Killed Or Seriously Injured
S12000034,2000,Count,People,18,Female,60 years and over,Killed Or Seriously Injured
S12000011,2005,Count,People,1,Female,20-39 years,Killed Or Seriously Injured
S12000035,2012,Count,People,26,Female,All,Killed Or Seriously Injured
S12000045,2000,Count,People,5,Female,60 years and over,Killed Or Seriously Injured
S12000038,2000,Count,People,17,Female,60 years and over,Killed Or Seriously Injured
S12000041,2000,Count,People,9,Female,60 years and over,Killed Or Seriously Injured
S12000047,2000,Count,People,13,Female,60 years and over,Killed Or Seriously Injured
S12000021,2000,Count,People,3,Female,60 years and over,Killed Or Seriously Injured
